Emiten_Code,URL,Directors,Commissioners,No,Kode Saham,Nama Perusahaan,Secretary,Email Address,Phone Number,Director,Comissioners,Audit Committee,Shareholders,Subsidiary,Public Accountant,Total Subsidiary
DPNS,https://www.idx.co.id/en/listed-companies/company-profiles/DPNS,"['NAME | POSITION | AFFILIATED', ' SIANG HADI WIDJAJA | PRESIDENT DIRECTOR | NO', ' HENDRIK LOPRADO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' NG TJIE KOANG | PRESIDENT COMMISIONER | NO', ' CORNEILES TEDJO ENDRIYARTO | COMMISSIONER | NO', ' ANTHONY KUSWANTO | COMMISSIONER | YES']",276,DPNS,Duta Pertiwi Nusantara Tbk.,Hendrik Loprado,dpns_pnk@yahoo.com,021-5226728,Director Name Position Affiliated Siang Hadi Widjaja PRESIDENT DIRECTOR NoHendrik Loprado - DIRECTOR - No,Comissioners Name Position Independent Ng Tjie Koang PRESIDENT COMMISIONER NoCorneiles Tedjo Endriyarto COMMISSIONER NoAnthony Kuswanto - COMMISSIONER - Yes,"['ANTHONY KUSWANTO - HEAD ', ' KARTIKAWATI - MEMBER ', ' GILBERT ADITYA WIBOWO - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE SIANG HADI WIDJAJA - DIRECTOR - 18,899,111 - 5.707% ', ' PT DUTAPERMANA MAKMUR - MORE THAN 5% - 169,485,935 - 51.184% ', ' BANK JULIUS BAER AND CO LTD SINGAPORE - MORE THAN 5% - 22,538,303 - 6.806% ', ' SIANG HADI WIDJAJA - DIRECTOR - 18,899,111 - 5.707% ', ' PT DUTAPERMANA MAKMUR - MORE THAN 5% - 169,485,935 - 51.184% ', ' BANK JULIUS BAER AND CO LTD SINGAPORE - MORE THAN 5% - 22,538,303 - 6.806% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 3,312,418 - 1% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 116,894,185 - 35.303%']",[''],,0
DPUM,https://www.idx.co.id/en/listed-companies/company-profiles/DPUM,"['NAME | POSITION | AFFILIATED', ' IR. BAMBANG PANCA PUTRA YUDIONO | PRESIDENT DIRECTOR | NO', ' R. SRI DWI MAMIK WIJAYA | DIRECTOR | NO', ' ADI WINARDI | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' SHERLEY CHANDRA HADIPURNOMO | PRESIDENT COMMISIONER | NO', ' MACHHENDRA SETYO ATMAJA | COMMISSIONER | YES']",277,DPUM,Dua Putra Utama Makmur Tbk.,Julius Siwalette,corsec@duaputra.co.id,(0295) 4199 010,BAMBANG PANCA PUTRA YUDIONO PRESIDENT - DIRECTOR - No | SRI DWI MAMIK WIJAYA DIRECTOR NoADI WINARDI - DIRECTOR - No,Comissioners Name Position Independent SHERLEY CHANDRA HADIPURNOMO PRESIDENT COMMISIONER NoMACHHENDRA SETYO ATMAJA - COMMISSIONER - Yes,['MACHHENDRA SETYO ATMAJA - HEAD'],[''],"['PT SAMUDRA PANGAN INDONESIA | PERINDUSTRIAN DAN PERDAGANGAN | 10,551,660,000 | 50']",,1
DRMA,https://www.idx.co.id/en/listed-companies/company-profiles/DRMA,"['NAME | POSITION | AFFILIATED', ' IRIANTO SANTOSO | PRESIDENT DIRECTOR | NO', ' YOSAPHAT PANUTURI SIMANJUNTAK | DIRECTOR | NO', ' DARMAWAN WIDJAJA | DIRECTOR | NO', ' IMMANUEL ADI PAKARYANTO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' HADI KASIM | PRESIDENT COMMISIONER | NO', ' NOEL AELYO LARAS KUSUMA NEGARA | COMMISSIONER | NO', ' IWAN DEWONO BUDIYUWONO | COMMISSIONER | NO', ' SOEKAMTO TJAHJONOADI | COMMISSIONER | YES', ' GATOT SUDARIYONO | COMMISSIONER | YES']",278,DRMA,Dharma Polimetal Tbk.,Ari Indra Gautama,dp.corpsec@dp.dharmap.com,(021) 897 4637 / (021) 897 4559,Director Name Position Affiliated Irianto Santoso PRESIDENT DIRECTOR NoYosaphat Panuturi Simanjuntak DIRECTOR NoDarmawan Widjaja DIRECTOR NoImmanuel Adi Pakaryanto - DIRECTOR - No,Comissioners Name Position Independent Hadi Kasim PRESIDENT COMMISIONER NoNoel Aelyo Laras Kusuma Negara COMMISSIONER NoIwan Dewono Budiyuwono COMMISSIONER NoSoekamto Tjahjonoadi COMMISSIONER YesGatot Sudariyono - COMMISSIONER - Yes,"['SOEKAMTO TJAHJONOADI - HEAD ', ' M. SACHOFI DIMYATI - MEMBER ', ' WAWANG - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE HADI KASIM - COMMISIONER - 188,662,800 - 4.01% ', ' YOSAPHAT P. SIMANJUNTAK - DIRECTOR - 60,800,000 - 1.29% ', ' NOEL AELYO LARAS KUSUMA NEGARA - COMMISIONER - 67,854,100 - 1.44% ', ' IWAN DEWONO BUDIYUWONO - COMMISIONER - 218,000,000 - 4.63% ', ' DARMAWAN WIDJAJA - DIRECTOR - 0 - 0% ', ' DIDIK JUNAEDI RACHBINI - COMMISIONER - 0 - 0% ', ' SOEKAMTO TJAHJONOADI - COMMISIONER - 0 - 0% ', ' GATOT SUDARIYONO - COMMISIONER - 0 - 0% ', ' IMANUEL ADI PAKARYANTO - DIRECTOR - 605,600 - 0.01% ', ' PT DHARMA INTI ANUGERAH - MORE THAN 5% - 2,240,000,000 - 47.6% ', ' PT TRIPUTRA INVESTINDO ARYA - MORE THAN 5% - 666,500,000 - 14.16% ', ' IRIANTO SANTOSO - DIRECTOR - 240,000,000 - 5.1% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 60,000,000 - 1.28% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 963,459,800 - 20.47%']","['PT DHARMA CONTROLCABLE INDONESIA (DCI) | PRODUKSI KABEL CONTROL MOTOR | 188,181 | 85.90', 'PT DHARMA ELECTRINDO MANUFACTURING (DEM) | PRODUKSI KOMPONEN KENDARAAN BERMOTOR | 645,233 | 99.99', 'PT DHARMA ENERGY RESOURCES (DER) | JASA DAN LOGISTIK | 25 | 96', 'PT DHARMA POLIPLAST (DPP) | PRODUKSI HELM | 163,493 | 99', 'PT DHARMA PRECISION PARTS (DPA) | PRODUKSI KOMPONEN PERALATAN KESEHATAN DAN KENDARAAN BERMOTOR | 174,720 | 93.40', 'PT DHARMA PRECISION TOOLS (DPT) | PRODUKSI PERLENGKAPAN MESIN PENGOLAHAN | 127,293 | 99.99', 'PT SAIKONO OTOPARTS INDONESIA (SOI) | PRODUKSI KOMPONEN KENDARAAN BERMOTOR | 80,240 | 99.99', 'PT TRIMITRA CHITRAHASTA (TCH) | PRODUKSI KOMPONEN KENDARAAN BERMOTOR | 476,762 | 70']",TANUBRATA SUTANTO FAHMI BAMBANG DAN REKAN,8
DSFI,https://www.idx.co.id/en/listed-companies/company-profiles/DSFI,"['NAME | POSITION | AFFILIATED', ' EWIJAYA | PRESIDENT DIRECTOR | NO', ' CYNTHIA HANDYOKO | DIRECTOR | NO', ' CALVIN NICHOLAS SULISTYO | DIRECTOR | NO', ' ARIYO ALI SAPUTRO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' STEPHEN KURNIAWAN SULISTYO | PRESIDENT COMMISIONER | NO', ' HADY TEJA LAKSANA THE | COMMISSIONER | NO', ' RYAN NATHANIEL SULISTYO | COMMISSIONER | NO', ' TINAWATY WIBOWO | COMMISSIONER | NO', ' WANDA WANDOKO | COMMISSIONER | YES']",279,DSFI,Dharma Samudera Fishing Industries Tbk.,Saut Marbun,corporate@dsfi.id,021-4301001,Director Name Position Affiliated Ewijaya PRESIDENT DIRECTOR NoCynthia Handyoko DIRECTOR NoCalvin Nicholas Sulistyo DIRECTOR NoAriyo Ali Saputro - DIRECTOR - No,Comissioners Name Position Independent Stephen Kurniawan Sulistyo PRESIDENT COMMISIONER NoHady Teja Laksana The COMMISSIONER NoRyan Nathaniel Sulistyo COMMISSIONER NoTinawaty Wibowo COMMISSIONER NoWanda Wandoko - COMMISSIONER - Yes,"['BAPAK WANDA WANDOKO - HEAD ', ' IBU MENUK SUDARYANTI - MEMBER ', ' IBU CUTRIWATI - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT.MARINA BERKAH INVESTAMA - MORE THAN 5% - 1,292,483,650 - 69.6% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 564,651,850 - 30.4%']","['DHARMA SAMUDERA FISHING INDUSTRIES, TBK | EXPORT IMPORT | 328,714,732,282 | 100', 'DHARMA SAMUDERA FISHING INDUSTRIES, TBK | EXPORT IMPORT | 328,714,732,282 | 100', 'DHARMA SAMUDERA FISHING INDUSTRIES, TBK | EXPORT IMPORT | 328,714,732,282 | 100', 'PT KELOLA BIRU HARMONI | PERIKANAN | 10,836,637,826 | 96.04']",,4
DSNG,https://www.idx.co.id/en/listed-companies/company-profiles/DSNG,"['NAME | POSITION | AFFILIATED', ' ANDRIANTO OETOMO | PRESIDENT DIRECTOR | NO', ' EFENDI SULISETYO | DIRECTOR | NO', ' TIMOTHEUS ARIFIN CAHYONO | DIRECTOR | NO', ' LUCY SYCILIA | DIRECTOR | NO', ' JENTI | DIRECTOR | NO', ' ALBERTUS HENDRAWAN | DIRECTOR | NO', ' ARIANTO OETOMO | DIRECTOR | NO', ' MUHAMMAD HAMDANI | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ADI RESANATA SOMADI HALIM | PRESIDENT COMMISIONER | NO', ' ARON YONGKY | COMMISSIONER | NO', ' DJOJO BOENTORO | COMMISSIONER | NO', ' ARINI SARASWATY SUBIANTO | COMMISSIONER | NO', ' ARIF RACHMAT | COMMISSIONER | NO', ' TODDY MIZAABIANTO SUGOTO | COMMISSIONER | NO', ' STEPHEN ZACHARIA SATYAHADI | COMMISSIONER | YES', ' EDY SUGITO | COMMISSIONER | YES', ' DANNY WALLA | COMMISSIONER | YES']",280,DSNG,Dharma Satya Nusantara Tbk.,Paulina Suryanti,investor.relations@dsngroup.co.id,021-461 8135,Director Name Position Affiliated ANDRIANTO OETOMO PRESIDENT DIRECTOR NoEFENDI SULISETYO DIRECTOR NoTIMOTHEUS ARIFIN CAHYONO DIRECTOR NoLUCY SYCILIA DIRECTOR NoJENTI DIRECTOR NoALBERTUS HENDRAWAN DIRECTOR NoARIANTO OETOMO DIRECTOR NoMUHAMMAD HAMDANI - DIRECTOR - No,Comissioners Name Position Independent ADI RESANATA SOMADI HALIM PRESIDENT COMMISIONER NoARON YONGKY COMMISSIONER NoDJOJO BOENTORO COMMISSIONER NoARINI SARASWATY SUBIANTO COMMISSIONER NoARIF RACHMAT COMMISSIONER NoTODDY MIZAABIANTO SUGOTO COMMISSIONER NoSTEPHEN ZACHARIA SATYAHADI COMMISSIONER YesEDY SUGITO COMMISSIONER YesDANNY WALLA - COMMISSIONER - Yes,"['DANNY WALLA - HEAD ', ' KETUT SUNARTA - MEMBER ', ' HARTONO TJOKROSANTOSO - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE T. PERMADI RACHMAT - MORE THAN 5% - 251,132,900 - 2.37% ', ' PT TRIPUTRA INVESTINDO ARYA - MORE THAN 5% - 2,998,078,441 - 28.28% ', ' PT KRISHNA KAPITAL INVESTAMA - MORE THAN 5% - 1,550,365,000 - 14.63% ', ' PT TRI NUR CAKRAWALA - MORE THAN 5% - 788,898,508 - 7.44% ', ' ARIANTO OETOMO - DIRECTOR - 575,967,500 - 5.43% ', ' ANDRIANTO OETOMO - DIRECTOR - 575,367,500 - 5.43% ', ' DJOJO BOENTORO - COMMISIONER - 189,750,000 - 1.79% ', ' EFENDI SULISETYO - DIRECTOR - 118,800,000 - 1.12% ', ' TIMOTHEUS ARIFIN C. - DIRECTOR - 88,800,000 - 0.84% ', ' PT MULTI FORESTA INVESTAMA - MORE THAN 5% - 156,250,000 - 1.47% ', ' PT REKSA CIPTA INVESTAMA - MORE THAN 5% - 238,301,919 - 2.25% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 419,890,000 - 3.96% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 2,648,240,632 - 24.99%']","['PT AGRO ANDALAN | PERKEBUNAN KELAPA SAWIT TERPADU DENGAN UNIT PENGOLAHANNYA MENJADI MINYAK SAWIT (CPO) DAN (PK) | 714,022 | 100', 'PT AGRO PRATAMA | PERDAGANGAN, PERINDUSTRIAN, PENGANGKUTANDAN PERTANIAN | 1,641,609 | 99.97', 'PT BIMA AGRI SAWIT | PERDAGANGAN, PENGANGKUTAN, PERTANIAN,PERINDUSTRIAN DAN JASA | 666,921 | 100', 'PT BIMA PALMA NUGRAHA | PERDAGANGAN,PENGANGKUTAN,PERTANIAN,PERINDUSTRIAN DAN JASA | 1,515,694 | 100', 'PT BIOMASSA LESTARI NUSANTARA | PERDAGANGAN DAN INDUSTRIAN | 210,916 | 51', 'PT CAHAYA UTAMA NUSANTARA | PERDAGANGAN, PEMBANGUNAN, PENGANGKUTAN, PERTANIAN, PERINDUSTRIAN, PERBENGKELAN DAN JASA. | 250 | 99.83', 'PT CIPTA UTAMA ANDALAN NUSANTARA | INDUSTRI,PERDAGANGAN, ENERGI,PENGELOLAAN AIR | 91 | 100', 'PT CITRA HARAPAN INTI CEMERLANG | PETERNAKAN, PERDAGANGAN, PERGUDANGAN DAN PENYIMPANAN | 7,562 | 99.96', 'PT DEWATA SAWIT NUSANTARA | PERDAGANGAN, PENGANGKUTAN DARAT, PERTANIAN, DAN PERINDUSTRIAN | 2,234,892 | 99.94', 'PT DHANYA PERBAWA PRADHIKASA | PERTANIAN,PERKEBUNAN,PETERNAKAN,PERDAGANGAN,JASA,INDUSTRI,TRANSPORTASI DAN PERGUDANGAN | 63,439 | 91']",,43
DSSA,https://www.idx.co.id/en/listed-companies/company-profiles/DSSA,"['NAME | POSITION | AFFILIATED', ' LAY KRISNAN CAHYA | PRESIDENT DIRECTOR | NO', ' LOKITA PRASETYA | VICE PRESIDEN DIRECTOR | NO', ' HERMAWAN TARJONO | DIRECTOR | NO', ' DANIEL CAHYA | DIRECTOR | NO', ' ALEX SUTANTO | DIRECTOR | NO', ' DAVID FERNANDO AUDY | DIRECTOR | NO', ' MONA ANGELIQUE SUSANTO | DIRECTOR | NO', ' TIMOTIUS MAX SULAIMAN, SE | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' FRANKY OESMAN WIDJAJA | PRESIDENT COMMISIONER | NO', ' DR.-ING. EVITA HERAWATI LEGOWO | COMMISSIONER | YES', ' DR. ROBERT ARTHUR SIMANJUNTAK | COMMISSIONER | YES', ' IR. F.X. SUTIJASTOTO, M.A. | COMMISSIONER | YES', ' DR. HENDRIKUS PASSAGI, S.SOS, S.H., M.H., M.SC. | COMMISSIONER | YES', ' HANDHIANTO SURYO KENTJONO, PH.D. | COMMISSIONER | NO']",281,DSSA,Dian Swastatika Sentosa Tbk,Susan Chandra,"susan.chandra@dss.co.id, corsec@dss.co.id",62-21-31990258,Director Name Position Affiliated Lay Krisnan Cahya PRESIDENT DIRECTOR NoLokita Prasetya VICE PRESIDEN DIRECTOR NoHermawan Tarjono DIRECTOR NoDaniel Cahya DIRECTOR NoAlex Sutanto DIRECTOR NoDavid Fernando Audy DIRECTOR NoMona Angelique Susanto - DIRECTOR - No | SE - DIRECTOR - No,Comissioners Name Position Independent Franky Oesman Widjaja - PRESIDENT COMMISIONER - No | Evita Herawati Legowo - COMMISSIONER - Yes | Robert Arthur Simanjuntak - COMMISSIONER - Yes,"['DR. HENDRIKUS PASSAGI, S.SOS., S.H., M.H., M.SC. - HEAD ', ' IR. F.X. SUTIJASTOTO, M.A. - MEMBER ', ' MICHELL SUHARLI, M.SI., CPA, CA - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT SINAR MAS TUNGGAL - MORE THAN 5% - 4,615,523,200 - 59.9% ', ' - - DIRECTOR - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 1,516,238,270 - 19.7% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 0 - 0% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 1,573,761,730 - 20.4%']","['ALPHA PRIME SERVICES PTE. LTD. | PENYERTAAN SAHAM | 96,352 | 99.99', 'BEIJING SHUZHIFANG TECHNOLOGY CO LTD | PENELITI ILMIAH DAN JASA TEKNOLOGI | 706,230 | 56.71', 'CELESTA PRIME TECHNOLOGY PTE. LTD. | PENYERTAAN SAHAM | 1,748,770 | 99.99', 'DALLIGENT SOLUTIONS PTE. LTD. | PENYERTAAN SAHAM | 7,362,394 | 56.71', 'GEMS TRADING RESOURCES PTE. LTD | PERDAGANGAN BESAR | 5,240,714 | 51', 'GOLDEN LUMINA INTERNATIONAL PTE. LTD | PERDAGANGAN BESAR | 38,770 | 99.99', 'GOLDEN MULTIMEDIA HOLDINGS PTE. LTD. | PENYERTAAN SAHAM | 26,425,805 | 99.99', 'GOLDEN PRIME POWER PTE. LTD. | PENYERTAAN SAHAM | 120,962 | 99.99', 'HILLMAS COAL PTE. LTD. | PENYERTAAN SAHAM | 7,534,437 | 99.99', 'KALTENG INVESTMENT PTE. LTD. | PENYERTAAN SAHAM | 555,884 | 99.99']",,104
DUCK,https://www.idx.co.id/en/listed-companies/company-profiles/DUCK,['FOUND BUT NEEDS SPECIFIC PARSING'],['NOT FOUND'],282,DUCK,Jaya Bersama Indo Tbk.,Tio Dewi,duckkingjbi@theduckking.com,+62 21 58901634,,,[''],[''],"['PT CITA SELERA MAKMUR | RESTORAN | 126,572 | 99', 'PT INDO SELERA BERSAMA | RESTORAN | 7,694 | 51', 'PT SELERA INDONESIA MAKMUR | RESTORAN | 589,388 | 99', 'PT SELERA KIAN MAKMUR | RESTORAN | 283,746 | 99', 'PT SELERA PANGERAN JAYAKARTA | RESTORAN | 181,988 | 99', 'PT SELERA SEJAHTERA MAKMUR | RESTORAN | 447,823 | 99', 'PT SELERA UTAMA MAKMUR | RESTORAN | 330,369 | 99', 'PT SINARAN SEJAHTERA | RESTORAN | 38,449 | 100']",,8
DUTI,https://www.idx.co.id/en/listed-companies/company-profiles/DUTI,"['NAME | POSITION | AFFILIATED', ' TEKY MAILOA | PRESIDENT DIRECTOR | NO', ' LIE JANI HARJANTO | VICE PRESIDENT | NO', ' HONGKY JEFFRY NANTUNG | DIRECTOR | NO', ' HANDOKO WIBOWO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' MUKTAR WIDJAJA | PRESIDENT COMMISIONER | NO', ' FRANCISCUS XAVERIUS RD | VICE PRESIDENT COMMISIONER | NO', ' TEDDY PAWITRA | COMMISSIONER | YES', ' SUSIYATI BAMBANG HIRAWAN | COMMISSIONER | YES']",283,DUTI,Duta Pertiwi Tbk,Susan,susan.wtj@sinarmasland.com,021-50368368,Director Name Position Affiliated Teky Mailoa PRESIDENT DIRECTOR NoLie Jani Harjanto VICE PRESIDENT NoHongky Jeffry Nantung DIRECTOR NoHandoko Wibowo - DIRECTOR - No,Comissioners Name Position Independent Muktar Widjaja PRESIDENT COMMISIONER NoFranciscus Xaverius RD VICE PRESIDENT COMMISIONER NoTeddy Pawitra COMMISSIONER YesSusiyati Bambang Hirawan - COMMISSIONER - Yes,"['TEDDY PAWITRA - HEAD ', ' RUDIANTARA - MEMBER ', ' RIZAL E. HALIM - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT BUMI SERPONG DAMAI TBK - MORE THAN 5% - 1,709,013,632 - 92.38% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 956,725 - 0.05% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 140,029,643 - 7.57%']",[''],,0
DVLA,https://www.idx.co.id/en/listed-companies/company-profiles/DVLA,"['NAME | POSITION | AFFILIATED', ' DR. IAN MARTIN WIBAWA KLOER | PRESIDENT DIRECTOR | NO', ' YUSTINA ENDANG SETYOWATI | DIRECTOR | NO', ' CELSO PAZ LIM | DIRECTOR | NO', ' DENNIS TEE CO | DIRECTOR | NO', ' ALEXANDER S. PANLILIO | DIRECTOR | NO', ' JOSE LUIS H. NARVAEZ | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' SONNY KALONA | COMMISSIONER | YES', ' CLINTON ANDREW CAMPOS HESS | PRESIDENT COMMISIONER | NO', ' ERIC ALBERT LIM GOTUACO | VICE PRESIDENT COMMISIONER | NO', ' MARIANO JOHN LIM TAN, JR. | COMMISSIONER | NO', ' MARLIA HAYATI GOESTAM | COMMISSIONER | YES', ' SANCOYO ANTARIKSO | COMMISSIONER | YES']",284,DVLA,Darya-Varia Laboratoria Tbk.,Widya Olivia Tobing,info@darya-varia.com,+62 21-22768000,Ian Martin Wibawa Kloer PRESIDENT DIRECTOR NoYustina Endang Setyowati DIRECTOR NoCelso Paz Lim DIRECTOR NoDennis Tee Co - DIRECTOR - No | Panlilio - DIRECTOR - No | Narvaez - DIRECTOR - No,Comissioners Name Position Independent Sonny Kalona COMMISSIONER YesClinton Andrew Campos Hess PRESIDENT COMMISIONER NoEric Albert Lim Gotuaco VICE - PRESIDENT COMMISIONER - No | COMMISSIONER NoMarlia Hayati Goestam COMMISSIONER YesSancoyo Antarikso - COMMISSIONER - Yes,"['MARLIA HAYATI GOESTAM - HEAD ', ' HOMER DE JESUS - MEMBER ', ' RENAN DANGANAN - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE N/A - COMMISIONER - 0 - 0% ', '  BLUE SPHERE SINGAPORE PTE LTD - MORE THAN 5% - 1,031,737,312 - 92.12% ', ' MASYARAKAT - MORE THAN 5% - 0 - 0% ', ' N/A - DIRECTOR - 0 - 0% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 1,324,208 - 0.11% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 86,938,480 - 7.77%']","['PT VARIA INTERHEALTH INDONESIA | PERDAGANGAN BESAR | 12,000,000 | 99.99']",,1
DWGL,https://www.idx.co.id/en/listed-companies/company-profiles/DWGL,"['NAME | POSITION | AFFILIATED', ' HERMAN FASIKHIN | PRESIDENT DIRECTOR | NO', ' HENDRA WINANTO | DIRECTOR | NO']","['NAME | POSITION | INDEPENDENT', ' ROBIN WAHYUDI ALIM UTOMO | PRESIDENT COMMISIONER | NO', ' TJIPTO RIJANTO | COMMISSIONER | YES', '  | PRESIDENT COMMISIONER | NO']",285,DWGL,Dwi Guna Laksana Tbk.,Sianitawati,corporate.secretary@dwigunalaksana.co.id,02180511142,Director Name Position Affiliated Herman Fasikhin PRESIDENT DIRECTOR NoHendra Winanto - DIRECTOR - No,Comissioners Name Position Independent Robin Wahyudi Alim Utomo PRESIDENT COMMISIONER NoTjipto Rijanto COMMISSIONER Yes - PRESIDENT COMMISIONER - No,"['TJIPTO RIJANTO - HEAD ', ' ARYDHIAN BASRIL DJAMIN - MEMBER ', ' SUDIMIN MINA - MEMBER']","['SHAREHOLDERS NAME TYPE SUMMARY PERCENTAGE PT DIAN CIPTAMAS AGUNG - MORE THAN 5% - 899,011,380 - 9.72% ', ' HAWTHORN-CAPITAL INVESTMENT PTE. LTD - MORE THAN 5% - 4,489,671,120 - 48.52% ', ' KPD SIMAS EQUITY FUND 2 - MORE THAN 5% - 708,753,600 - 7.67% ', ' PENGENDALI - SAHAM SAHAM PENGENDALI - 0 - 0% ', ' NON PENGENDALI - SAHAM SAHAM NON PENGENDALI - 0 - 0% ', ' SAHAM TREASURY - TREASURY STOCK - 0 - 0% ', ' MASYARAKAT WARKAT - MASYARAKAT WARKAT - 558,201,024 - 6.03% ', ' MASYARAKAT NON WARKAT - MASYARAKAT NON WARKAT - 2,597,183,867 - 28.06%']","['PT SINERGI LAKSANA BARA MAS (SLBM) | PERDAGANGAN BATU BARA | 858,725,237 | 99.99']","KAP SUHARLI, SUGIHARTO, DAN REKANKANAKA PURADIREDJA, SUHARTONO",1
